_id;author_details;title;isbn;description;genre
144;Dostoyevsky, Fyodor|Spendel, Giovanna|Gide, André|Dostoevskij, Fëdor;Le Notti Bianche;9788804516040;"Il tema del 'sognatore romantico', dell'eroe solitario che - come l'""anima bella"" schilleriana che vive nel regno dell'ideale e dell'utopia estetica più astratta - trascorre i suoi giorni immerso nella dimensione del sogno, in un paradiso di illusioni, malinconicamente sofferente e lontano dall'incolore e consueta realtà dell'esistenza quotidiana, percorre come un filo di Arianna questo racconto. In una notte bianca, crudelmente reale, passeggiando solitario l'eroe del racconto incontra sul lungofiume una ragazza che risveglia in lui il sentimento dell'amore - il simbolo della temuta vita reale -, e coraggiosamente egli decide di fuggire dal regno dei sogni, e delle fantasticherie in cui trascorre i suoi giorni, aprendosi alla vita. Ma quando la ragazza gli rivela di amare un altro, la sua speranza svanisce, annullata dalla crudele vendetta del destino, ricacciata nella dimensione del sogno, a un tempo capace di dare felicità e sofferenza. Un regno delle illusioni che è anche metaforicamente simbolo del male.<br>Con un saggio di André Gide e con un'introduzione di Giovanna Spendel.";Fiction / Classics
145;Hobsbawm, Eric J.|Didero, Daniele|Hobsbawm, Eric John;La Fine Dello Stato;9788817019521;"Relazioni presentate a seminari di studio tenuti fra il 2000 e il 2006.<br>Sinossi<br>Lo Stato ha esaurito la sua funzione storica? Uno Stato che, come sta accadendo a quelli occidentali, ha rinunciato alla leva obbligatoria e ha privatizzato progressivamente settori come la scuola, la sanità, la previdenza, su quali elementi può ancora reggersi? E non è proprio la crisi dello Stato, un tempo detentore del monopolio della violenza, a scatenare l'esplosione del monopolio della delinquenza? Sono le domande cruciali che si pone Hobsawm in questo testo breve e incisivo. In un'epoca in cui le democrazie sono in crisi di rappresentatività in Occidente e non attecchiscono altrove, sembra esserci spazio solo per quel ""nazionalismo accelerato"", fondato su vere o presunte basi etniche e religiose, che costituisce una delle grandi minacce che gravano sul nostro futuro.";Political Science / Political Process / General
146;Calvino, Italo|Baranelli, Luca;Una Pietra Sopra: Discorsi Di Letteratura E Società;9788804399919;"""Ho messo insieme scritti che contengono dichiarazioni di poetica, tracciati di rotta da seguire, bilanci critici, sistemazioni complessive del passato e presente e futuro, quali sono andato successivamente elaborando e mettendo da parte durante gli ultimi venticinque anni ...<br>Posso ora raccogliere questi saggi in volume, cioè accettare di rileggerli e farli rileggere. Per fermarli al loro posto nel tempo e nello spazio.<br>Per allontanarli di quel tanto che permette d'osservarli nella giusta luce e prospettiva. Per rintracciarvi il filo delle trasformazioni soggettive e oggettive, e delle continuità.<br>Per capire il punto in cui mi trovo.<br>Per metterci una pietra sopra"".";Literary Criticism / European / French
147;Y.B., |Pieri, Lorenza|Benmiloud, Yassir;Allah Superstar;9788806169268;Al centro di questa scatenata tragicommedia c'è un diciannovenne arabo che nella sua lingua sgrammaticata, da una periferia povera e marginale, mette su uno spettacolino monologante dove attacca tutti, dalla Jihad ai giovani pacifisti.<br>Lo scandalo di una campagna pubblicitaria provocatoria lancia il giovane Kamel nel mondo dello spettacolo, fino alla definitiva consacrazione alla celebrità grazie all'agognata <em>fatwa</em>, la famosa condanna del mondo musulmano, il mezzo più rapido per «diventare alla moda».<br>Un finale imprevedibile chiude un libro irriverente e senza mezze misure in cui convivono la PlayStation e le teorie del complotto, il Grande Fratello e il Corano, le Nike ultimo modello e il terrore di un attentato.;Fiction / General
148;Benjamin, Walter;Angelus Novus;9788806136673;"""La figura di Benjamin è di quelle che si prestano più difficilmente alla definizione e collocazione critica. Saggista e critico letterario, il significato e l'intenzione dell'opera trascendono tuttavia i limiti della critica, o della storia letteraria nella accezione corrente. La sua originalità di pensatore fu piuttosto tutt'uno con la sua attività d'interprete e di critico, e si costituisce fondamentalmente solo in essa... La presente raccolta comprende proprio quelle che si possono considerare le eccezioni dell'opera di Benjamin: come il saggio su diritto e violenza, quello sulla traduzione, o il manoscritto inedito sulla lingua."" (Dall'introduzione di Renato Solmi).";Philosophy / Language
149;Jarry, Alfred|Rugafiori, Claudio;Gesta E Opinioni Del Dottor Faustroll, Patafisico;9788845905735;Con questo libro si rivelò al mondo, nell’anno 1911, la scienza delle scienze, che tutte le altre ingloba e vanifica: la patafisica, «scienza delle soluzioni immaginarie», che si prefigge di studiare le leggi che reggono le eccezioni (quindi, in modo più o meno evidente, tutto) e di spiegare l’universo supplementare al nostro. Suo araldo è il dottor Faustroll, «negromante moderno, mescolanza di uomo e di marionetta, di trasposizione mitica e di caricatura» (Sergio Solmi). Al pari di tanti eroi delle favole, il dottor Faustroll deve compiere un viaggio – e la sua imbarcazione si spingerà indifferentemente per terra, per mare o per le vie della città. Le varie «isole» a cui approda sono altrettante costellazioni sull’atlante celeste della décadence, come dire su quello che ancora oggi è il nostro cielo. Lì vegliano invisibili numi protettori, che rispondono volta a volta ai nomi di Lautréamont e di Bloy, di Mallarmé e di Gauguin, di Schwob e di Verne. E lì sentiremo risuonare l’inestinguibile riso patafisico, che si sovrappone a quello più antico di Rabelais, in quanto «coscienza viva di una dualità assurda e che salta agli occhi». In quanto tale, precisava Daumal, esso è «la sola espressione umana dell’identità dei contrari (e, cosa notevole, ne è l’espressione in una lingua universale)».;
150;Benni, Stefano;Comici Spaventati Guerrieri;9788807810787;"<em>Comici spaventati guerrieri</em> è una ""recherche"" metropolitana, che si dilata coralmente come un blues ritmando spostamenti e appostamenti, separazioni e incontri, agguati e fughe, colpi di kung-fu e spari, amori improvvisi e improvvise amicizie, dialoghi e monologhi, visioni e sogni. Sulle sue note ilari aleggia l'atmosfera acre della città e l'infinita distanza tra ""centro"" e ""periferia"". Giacché questo è un romanzo in cui il riso ricade sul cinismo, la corruzione squallida e dorata, la stupidità di questi anni che qualcuno ha definito e qualcuno ha voluto bui. E' un romanzo che risuona delle impreviste possibilità polifoniche del tragicomico quotidiano, un libro in definitiva che non somiglia a nessun altro, somigliando a Stefano Benni. Il quale raggiunge qui un'altra meta del suo percorso solitario, rivolto a riscattare il comico dagli avvilimenti imperanti, a restituirgli dignità letteraria in una scrittura vibrante di modulazioni musicali e poetiche, e in una torsione tematica che porta questo genere ad affacciarsi - come per sfida - sull'opposta sponda del tragico.";Fiction / General
151;Bach, Richard|Munson, Russell|Paolini, Pier Francesco;Il Gabbiano Jonathan Livingston;9788817131629;"Jonathan Livingston è un gabbiano che abbandona la massa dei comuni gabbiani per i quali volare non è che un semplice e goffo mezzo per procurarsi il cibo e impara a eseguire il volo come atto di perizia e intelligenza, fonte di perfezione e di gioia. Diventa così un simbolo, la guida ideale di chi ha la forza di ubbidire alla propria legge interiore quando sa di essere nel giusto, nonostante i pregiudizi degli altri; di chi prova un piacere particolare nel far bene le cose a cui si dedica: una specie di «guru» istintivo e alla mano ma non per questo meno efficace nel suo insegnamento. E con Jonathan il lettore, affascinato dall'insolito clima della narrazione, viene trascinato in una entusiasmante avventura di volo, di aria pura, di libertà.<br><br>Copertina di Joan Stoliar";Fiction / General
152;Neruda, Pablo|Paoli, Roberto;Pablo Neruda Poesie 1924-1964;9788817166775;"Un autentico poeta, di quelli che hanno i sensi ammaestrati per un mondo che non e il nostro e che pochi percepiscono. <br>Federico Garcia Lorca <br><br>""Un poeta più vicino alla morte che non alla filosofia, più vicino al dolore che all'intelligenza, più vicino al sangue che all'inchiostro."" Continua così un lettore straordinario come Garcia Lorca, che già nel 1934 aveva descritto perfettamente le qualità peculiari e l'unicità di Neruda: ""Un poeta pieno di voci misteriose che per fortuna lui stesso non sa decifrare: un uomo vero che ormai sa che il giunco e la rondine sono più eterni della guancia dura della pietra… In Pablo Neruda crepita la luce ampia, romantica, crudele, esorbitante, misteriosa dell'America"". L'antologia, curata e tradotta da Roberto Paoli, offre una selezione delle più belle poesie di Neruda e ne inquadra criticamente l'intera produzione. Con bibliografia e cronologia della vita e delle opere.";Poetry / General
153;Molière, |Squarzina, Luigi;L'avaro;9788879835497;Harpagon è un vecchio avaro che non pare avere altri sentimenti. I figli Clé-ante e Elise lo odiano. Harpagon decide di sposare la bella Marianne, amatada Cléante e di dare in moglie Elise a un vecchio, Anselme, che la accettasenza dote. Il valletto di Cléante, La Fleche, ruba la cassetta del denaro ela consegna al suo padrone che pensa di darla al padre in cambio di Marianne.Harpagon accusa però del furto il suo intendente Valère che crede che il suoamore per Elise sia stato scoperto e che questa sia la vera causa dell'iradi Harpagon. Giunge infine Anselme che riconosce in Marianne e Valère i figlida lui creduti morti in un naufragio. Gli innamorati si sposano e Harpagon ritrova il suo denaro.;
154;Quadrelli, Emilio;Andare Ai Resti. Banditi, Rapinatori, Guerriglieri Nell'italia Degli Anni Settanta;9788888738192;"Sul finire degli anni Sessanta si materializzano in Italia gang giovanili che, in breve tempo, evolveranno in temibili ""batterie"" di rapinatori. La linea di condotta di questi banditi metropolitani era tutt'altro che estranea ai modelli culturali dei quartieri operai e proletari, così come il loro stile esistenziale assolutizzava quell'impazienza e assenza di mediazione che caratterizzerà le generazioni degli anni Settanta. Nel gergo pokeristico ""andare ai resti"" significa giocarsi tutto: in questo modo i rapinatori ostentavano l'imbocco di una via senza ritorno. Tra le molte anomalie, rispetto alla criminalità tradizionale, vi è il ruolo delle donne che conquistano un'autonomia decisionale e operativa.";Social Science / Criminology
155;Hardt, Michael|Negri, Antonio;Il Lavoro Di Dioniso;9788872850770;;Political Science / Constitutions
156;Ficacci, Stefania;Tor Pignattara. Fascismo E Resistenza Di Un Quartiere Romano;9788846482976;;History / General
157;Davis, Mike|Vecchi, Benedetto;Cronache Dall'impero;8872853753;Questa raccolta intende documentare antologicamente il lavoro giornalistico di Mike Davis. Nello spazio di poche pagine l'autore schiera e concentra ricostruzioni storiche ed elementi di costume, cronaca politica e inchiesta sociale, cultura popolare e modelli teorici, senza mai mancare di individuare e colpire un preciso bersaglio polemico. Da questi testi, scritti per la maggior parte nel corso degli ultimi due anni, scaturisce una fotografia, nitida e precisa, dello stato di salute, della democrazia americana , delle occasioni mancate e delle sue derive. Ma anche dei conflitti e delle resistenze incontrate dalle politiche neoliberiste e dall'ideologia neoconservatrice che ispira di politica di George W. Bush;Political Science / International Relations / General
158;Debord, Guy|Freccero, Carlo|Strumia, Daniela|Salvadori, Paolo|Vasarri, Fabio;La Società Dello Spettacolo. Commentari Sulla Società Dello Spettacolo;9788884900555;"The Das Kapital of the 20th century. An essential text &amp; the main theoretical work of the situationists. Few works of political &amp; cultural theory have been as enduringly provocative. From its publication amid the social upheavals of the 1960's up to the present, the volatile theses of this book have decisively transformed debates on the shape of modernity, capitalism &amp; everyday life in the late 20th century. This is the original translation by Fredy Perlman, kept in print continuously for the last 40 years, keeping the flame alive when no-one else cared.<br>Separation perfected <br>The commodity as spectacle <br>Unity &amp; division within appearance <br>The proletariat as subject &amp; representation<br>Time &amp; history <br>Spectacular time <br>The organization of territory <br>Negation &amp; consumption within culture <br>Ideology materialized";Social Science / Media Studies
